EmployeeNumber:int,EducationField:string,JobInvolvement:string,JobLevel:int,JobRole:string,BusinessTravel:string,Department:string,Attrition:string,DailyRate:int
2000,Medical,High,3,Research Director,Non-Travel,Research & Development,No,1162
2003,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1490
2007,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,581
2008,Medical,High,2,Research Scientist,Travel_Rarely,Research & Development,No,1395
2009,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,501
2010,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,267
2012,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,543
2013,Medical,Medium,1,Sales Representative,Travel_Rarely,Sales,No,234
2014,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,116
2015,Medical,Low,3,Research Director,Travel_Rarely,Research & Development,No,201
2016,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,801
2017,Life Sciences,Very High,3,Research Director,Travel_Rarely,Research & Development,No,161
2018,Other,High,2,Sales Executive,Travel_Rarely,Sales,No,1382
2019,Life Sciences,High,1,Sales Representative,Non-Travel,Sales,No,585
2020,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1037
2021,Medical,High,1,Sales Representative,Travel_Rarely,Sales,No,501
2022,Life Sciences,High,5,Manager,Non-Travel,Research & Development,No,105
2023,Marketing,High,1,Sales Representative,Travel_Frequently,Sales,Yes,638
2024,Medical,Medium,3,Sales Executive,Travel_Rarely,Sales,No,557
2025,Life Sciences,High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,688
2026,Life Sciences,High,2,Healthcare Representative,Non-Travel,Research & Development,No,667
2027,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1092
2031,Life Sciences,High,5,Manager,Travel_Rarely,Research & Development,No,300
2032,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,310
2034,Life Sciences,Medium,4,Manufacturing Director,Travel_Rarely,Research & Development,No,582
2035,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,704
2036,Marketing,Low,2,Sales Executive,Non-Travel,Sales,No,301
2037,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,930
2038,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,529
2040,Life Sciences,High,3,Human Resources,Travel_Rarely,Human Resources,No,1146
2041,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,345
2044,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,Yes,878
2045,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,1120
2046,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,374
2048,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1322
2049,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,1199
2051,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1194
2052,Life Sciences,Low,1,Research Scientist,Travel_Rarely,Research & Development,No,287
2053,Other,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1378
2054,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,468
2055,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,410
2056,Marketing,Medium,4,Sales Executive,Travel_Rarely,Sales,No,722
2057,Medical,High,2,Manufacturing Director,Non-Travel,Research & Development,No,325
2060,Other,Medium,1,Sales Representative,Travel_Rarely,Sales,No,1167
2061,Medical,Very High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,884
2062,Medical,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,613
2064,Life Sciences,Very High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,155
2065,Medical,Medium,2,Sales Executive,Travel_Frequently,Sales,No,1023
2068,Medical,Very High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,628
