Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
58,Yes,Travel_Rarely,147,Research & Development,23,Master,Medical,1,165,Very High,Female,94,High,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,Excellent,Very High,80,1,40,3,Good,40,10,15,6
19,Yes,Travel_Rarely,528,Sales,22,Below College,Marketing,1,167,Very High,Male,50,High,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,Excellent,Very High,80,0,0,2,Good,0,0,0,0
22,No,Travel_Rarely,594,Research & Development,2,Below College,Technical Degree,1,169,High,Male,100,High,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,Excellent,High,80,1,3,2,Better,2,1,2,1
49,No,Travel_Rarely,470,Research & Development,20,Master,Medical,1,170,High,Female,96,High,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,Excellent,High,80,0,16,2,Good,15,11,5,11
43,No,Travel_Frequently,957,Research & Development,28,Bachelor,Medical,1,171,Medium,Female,72,Very High,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,Excellent,Very High,80,0,18,2,Better,3,2,1,2
50,No,Travel_Frequently,809,Sales,12,Bachelor,Marketing,1,174,High,Female,77,High,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,Excellent,Very High,80,0,16,3,Better,2,2,2,1
31,Yes,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,1,175,Medium,Female,71,Low,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,Excellent,High,80,1,4,2,Better,2,2,2,2
41,No,Travel_Rarely,802,Sales,9,Below College,Life Sciences,1,176,High,Male,96,High,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,Excellent,High,80,1,12,2,Better,9,7,0,7
26,No,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,1,177,High,Female,61,High,1,Human Resources,3,Married,2942,8916,1,Y,No,23,Outstanding,Very High,80,1,8,3,Better,8,7,5,7
36,No,Travel_Rarely,216,Research & Development,6,College,Medical,1,178,Medium,Male,84,High,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,Outstanding,Very High,80,2,7,0,Better,3,2,0,1
51,Yes,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,1,179,Low,Male,53,Low,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,Excellent,Very High,80,0,18,2,Better,4,2,0,3
39,No,Travel_Rarely,1329,Sales,4,Master,Life Sciences,1,182,Very High,Female,47,Medium,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,Excellent,High,80,1,17,1,Best,15,11,5,9
25,No,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,1,183,Low,Male,41,Medium,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,Excellent,Very High,80,0,6,3,Better,2,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,1,184,High,Male,48,High,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,Excellent,Very High,80,0,12,2,Bad,11,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor,Medical,1,190,Low,Female,41,High,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,Outstanding,Low,80,0,10,2,Best,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,1,192,High,Male,83,High,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,Excellent,Medium,80,0,9,2,Good,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,1,193,Very High,Female,32,High,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,Outstanding,Medium,80,0,19,2,Better,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,1,194,Low,Female,75,High,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,Excellent,High,80,0,5,4,Good,5,4,0,4
32,No,Travel_Frequently,689,Sales,9,College,Medical,1,195,Very High,Male,35,Low,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,Excellent,Very High,80,3,9,2,Best,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,1,197,Very High,Female,84,High,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,Excellent,Very High,80,1,8,3,Better,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,Below College,Medical,1,198,Medium,Male,35,Medium,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,Excellent,Very High,80,0,6,3,Better,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,1,199,Very High,Male,91,Medium,4,Manager,1,Divorced,17181,12888,4,Y,No,13,Excellent,Medium,80,1,21,2,Good,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,Master,Life Sciences,1,200,High,Male,94,High,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,Outstanding,Very High,80,1,7,2,Better,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,Below College,Medical,1,201,Medium,Female,79,High,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,Excellent,Very High,80,0,1,3,Better,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,Bachelor,Medical,1,202,Medium,Female,54,High,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,Excellent,Low,80,1,20,2,Better,20,7,2,13
35,No,Travel_Rarely,662,Sales,1,Doctor,Marketing,1,204,High,Male,94,High,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,Excellent,Low,80,2,10,3,Better,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6,College,Marketing,1,205,Medium,Male,34,High,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,Outstanding,Very High,80,1,13,3,Bad,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,1,206,Medium,Male,60,High,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,Excellent,High,80,1,20,2,Bad,17,9,0,15
32,No,Travel_Frequently,967,Sales,8,Bachelor,Marketing,1,207,Medium,Female,43,High,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,Excellent,Very High,80,0,9,2,Better,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,1,208,Very High,Male,41,High,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,Excellent,Low,80,1,10,1,Better,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,Master,Medical,1,211,Medium,Male,34,Medium,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,Excellent,High,80,0,10,2,Better,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,Bachelor,Medical,1,214,Medium,Female,75,Medium,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,Outstanding,Medium,80,1,9,3,Good,1,0,0,0
40,No,Travel_Rarely,630,Sales,4,Master,Marketing,1,215,High,Male,67,Medium,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,Excellent,Low,80,1,15,2,Good,12,11,2,11
34,No,Travel_Frequently,303,Sales,2,Master,Marketing,1,216,High,Female,75,High,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,Excellent,Very High,80,1,6,3,Better,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,Below College,Medical,1,217,High,Male,80,High,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,Outstanding,Low,80,2,2,6,Better,2,2,2,2
27,No,Non-Travel,691,Research & Development,9,Bachelor,Medical,1,218,Very High,Male,57,High,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,Excellent,Very High,80,1,6,1,Bad,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,1,221,High,Male,42,High,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,Excellent,High,80,1,5,2,Bad,5,2,0,2
57,No,Travel_Rarely,334,Research & Development,24,College,Life Sciences,1,223,High,Male,83,Very High,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,Excellent,Medium,80,1,12,2,Bad,5,3,1,4
27,No,Non-Travel,1450,Research & Development,3,Bachelor,Medical,1,224,High,Male,79,Medium,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,Excellent,Very High,80,1,1,2,Good,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,1,226,High,Female,53,High,5,Manager,2,Single,19926,17053,3,Y,No,15,Excellent,Medium,80,0,21,5,Better,5,4,4,4
41,No,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,1,227,Low,Male,56,High,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,Excellent,Low,80,1,13,2,Better,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,1,228,Medium,Female,41,High,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,Excellent,High,80,1,12,2,Better,10,9,7,4
38,No,Travel_Rarely,702,Sales,1,Master,Life Sciences,1,230,Low,Female,59,Medium,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,Outstanding,High,80,0,12,2,Best,8,3,0,7
32,No,Travel_Rarely,120,Research & Development,6,Doctor,Life Sciences,1,231,High,Male,43,High,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,Outstanding,Low,80,0,8,2,Better,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,1,233,High,Male,51,High,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,Excellent,Very High,80,1,6,3,Good,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,Below College,Technical Degree,1,235,High,Female,100,Low,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,Outstanding,Low,80,0,1,5,Best,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,College,Medical,1,238,Very High,Male,30,High,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,Excellent,High,80,0,13,3,Good,8,7,7,2
30,No,Non-Travel,111,Research & Development,9,Bachelor,Medical,1,239,High,Male,66,High,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,Excellent,High,80,2,12,4,Better,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,1,240,High,Female,30,High,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,Excellent,Low,80,1,9,3,Best,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,1,241,High,Female,67,High,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,Excellent,High,80,1,19,3,Better,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,Bachelor,Life Sciences,1,242,High,Male,90,High,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,Excellent,Low,80,0,4,2,Best,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,1,243,Medium,Male,47,Medium,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,Outstanding,High,80,0,1,3,Good,1,0,1,0
46,No,Travel_Rarely,526,Sales,1,College,Marketing,1,244,Medium,Female,92,High,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,Outstanding,High,80,3,24,2,Better,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,1,245,High,Female,75,High,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,Excellent,High,80,0,2,3,Better,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,Below College,Medical,1,246,High,Female,95,High,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,Outstanding,High,80,1,7,0,Better,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,College,Medical,1,247,Very High,Female,95,High,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,Excellent,Very High,80,0,9,3,Better,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,College,Marketing,1,248,Medium,Female,70,High,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,Outstanding,Very High,80,0,4,5,Good,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,1,249,High,Male,86,Medium,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,Excellent,Very High,80,1,5,2,Good,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,1,250,Very High,Female,57,Very High,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,Excellent,High,80,2,5,3,Better,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,1,252,Very High,Female,72,High,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,Excellent,Very High,80,1,8,5,Better,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,Below College,Medical,1,253,Very High,Female,46,High,5,Manager,3,Married,19033,6499,1,Y,No,14,Excellent,Medium,80,1,21,2,Better,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,1,254,High,Male,61,Very High,5,Research Director,2,Single,18722,13339,8,Y,No,11,Excellent,Very High,80,0,36,3,Better,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,1,256,Very High,Male,45,Medium,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,Excellent,High,80,0,10,2,Good,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,1,258,Very High,Female,98,High,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,Excellent,High,80,0,21,6,Better,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,1,259,High,Male,65,Medium,5,Manager,3,Married,19999,5678,0,Y,No,14,Excellent,Low,80,1,34,5,Better,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,1,260,Very High,Female,99,High,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,Excellent,Very High,80,0,7,2,Good,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,1,261,Medium,Male,50,Medium,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,Excellent,Low,80,0,8,1,Better,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,1,262,Very High,Male,37,Very High,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,Excellent,Very High,80,3,7,3,Best,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2,College,Medical,1,264,Low,Male,65,Medium,4,Manager,4,Married,16792,20462,9,Y,No,23,Outstanding,Very High,80,1,22,1,Better,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,1,267,Medium,Male,65,Very High,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,Excellent,Low,80,1,8,3,Good,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,Bachelor,Medical,1,269,Medium,Female,37,High,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,Excellent,Very High,80,0,10,5,Better,6,2,1,2
42,No,Non-Travel,926,Research & Development,21,College,Medical,1,270,High,Female,36,High,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,Excellent,Medium,80,1,11,5,Better,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,1,271,Very High,Male,88,High,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,Excellent,Medium,80,0,14,3,Better,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,1,273,Very High,Male,54,High,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,Excellent,Low,80,1,9,3,Bad,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,1,274,High,Male,60,Medium,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,Excellent,High,80,1,6,1,Better,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,1,275,Very High,Male,92,High,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,Excellent,Low,80,2,7,0,Better,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,1,277,Very High,Male,43,High,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,Excellent,Very High,80,1,5,4,Best,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,College,Medical,1,281,High,Male,99,High,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,Excellent,High,80,1,15,2,Best,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,Medical,1,282,Medium,Male,70,High,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,Excellent,Medium,80,0,17,2,Better,1,0,0,0
29,Yes,Travel_Rarely,121,Sales,27,Bachelor,Marketing,1,283,Medium,Female,35,High,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,Outstanding,Very High,80,3,10,3,Good,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,1,284,Very High,Male,60,Very High,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,Excellent,Low,80,1,4,2,Good,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,1,286,Medium,Female,73,High,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,Excellent,Low,80,0,8,2,Better,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9,Doctor,Life Sciences,1,287,Very High,Male,63,Medium,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,Excellent,Very High,80,1,5,5,Bad,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,Master,Medical,1,288,Very High,Male,97,High,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,Excellent,High,80,1,17,3,Better,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,1,291,Very High,Male,32,Low,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,Excellent,High,80,0,14,2,Good,14,8,9,8
30,No,Non-Travel,829,Research & Development,1,Below College,Life Sciences,1,292,High,Male,88,Medium,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,Outstanding,High,80,0,12,2,Better,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,1,293,Very High,Female,90,High,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,Excellent,Very High,80,0,7,2,Better,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,1,296,Medium,Male,81,Medium,3,Research Director,2,Married,12490,15736,5,Y,No,16,Excellent,Very High,80,2,16,5,Bad,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,1,297,Very High,Female,88,High,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,Excellent,High,80,0,8,5,Better,5,2,0,4
41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,1,298,Very High,Female,75,High,3,Manager,4,Single,13591,14674,3,Y,Yes,18,Excellent,High,80,0,16,3,Better,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,1,299,High,Female,52,Medium,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,Excellent,High,80,0,9,5,Good,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,1,300,High,Male,85,High,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,Excellent,Very High,80,0,7,1,Good,6,2,1,5
45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,1,302,Very High,Female,57,Medium,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,Excellent,Very High,80,0,23,2,Better,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,1,303,Very High,Female,52,High,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,Excellent,Very High,80,1,16,4,Better,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,1,304,Very High,Male,62,High,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,Excellent,Very High,80,0,16,3,Best,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,Master,Medical,1,305,High,Female,47,Medium,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,Outstanding,Very High,80,0,7,3,Better,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,1,306,Medium,Male,47,High,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,Excellent,High,80,3,10,1,Better,10,8,0,7
38,No,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,1,307,Low,Male,76,High,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,Excellent,High,80,2,17,6,Good,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,Master,Medical,1,308,High,Male,90,Low,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,Excellent,Very High,80,1,6,2,Better,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,Bachelor,Life Sciences,1,309,High,Male,70,Medium,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,Excellent,Low,80,1,7,6,Better,1,0,0,0
37,No,Travel_Frequently,319,Sales,4,Master,Marketing,1,311,Low,Male,41,High,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,Excellent,High,80,1,13,2,Better,9,8,5,8
29,No,Travel_Frequently,1413,Sales,1,Below College,Medical,1,312,Medium,Female,42,High,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,Excellent,Very High,80,1,11,5,Better,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,Bachelor,Marketing,1,314,High,Female,92,High,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,Excellent,Low,80,0,10,3,Best,10,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,Below College,Medical,1,315,High,Male,86,Medium,1,Research Scientist,4,Single,2389,14961,1,Y,Yes,13,Excellent,High,80,0,4,3,Good,4,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,Life Sciences,1,316,High,Female,89,Medium,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,Excellent,Medium,80,0,6,3,Good,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,College,Technical Degree,1,319,High,Male,58,High,5,Manager,4,Married,19232,4933,1,Y,No,11,Excellent,Very High,80,0,22,3,Better,22,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,College,Medical,1,321,Medium,Male,52,High,1,Human Resources,3,Married,2267,25657,8,Y,No,17,Excellent,Very High,80,0,7,2,Good,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,Master,Medical,1,323,Very High,Female,68,High,5,Manager,4,Divorced,19517,24118,3,Y,No,11,Excellent,High,80,1,32,3,Good,7,0,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,Bachelor,Medical,1,325,High,Male,58,High,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,Excellent,High,80,1,8,2,Bad,5,4,0,4
43,No,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,1,327,Very High,Female,80,High,4,Manager,4,Married,16064,7744,5,Y,Yes,22,Outstanding,High,80,1,22,3,Better,17,13,1,9
33,Yes,Travel_Rarely,465,Research & Development,2,College,Life Sciences,1,328,Low,Female,39,High,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,Outstanding,Low,80,0,13,3,Best,9,7,1,7
52,No,Non-Travel,771,Sales,2,Master,Life Sciences,1,329,Low,Male,79,Medium,5,Manager,3,Single,19068,21030,1,Y,Yes,18,Excellent,Very High,80,0,33,2,Best,33,7,15,12
